tx,GetAccountAvailableBalance,GetBlockAtHeight,RevokeEncodedAccountKey,AddEncodedAccountKey,CreateCompositeValue,CreateAccount,SetValue,GetStorageUsed,GenerateUUID,FunctionInvocation,TransferArrayValue,GetOrLoadProgram,UpdateAccountContractCode,Statement,RLPDecoding,DestroyCompositeValue,GetStorageCapacity,GetAccountBalance,GetAccountContractCode,ResolveLocation,GetCurrentBlockHeight,CreateDictionaryValue,TransferCompositeValue,TransferDictionaryValue,AllocateStorageIndex,Loop,CreateArrayValue,GetCode,EmitEvent,EVMGasUsage,GetValue,EncodeValue,EncodeEvent,estimated,ms
convert int to string and concatenate it,0,0,0,0,0,0,0,0,0,1850,0,44,0,1852,0,0,0,0,37,35,0,0,0,0,0,925,0,37,0,0,0,0,0,4627,6
mint NFT + create new account,0,0,0,0,2095,926,424472,0,2095,9306,0,74,0,16521,0,0,0,0,73,65,0,0,6285,0,2149,3021,0,73,50930,0,3161,300762,926,28848,515
call empty contract function + create and destroy EVM bridged account,0,0,0,0,11263,0,90104,0,11263,38818,675780,44,0,66377,0,11263,0,0,37,35,0,0,22526,0,0,16292,11263,37,0,0,90984,0,0,121487,177
copy array from storage,0,0,0,0,0,0,0,0,0,6880,68800,44,0,103202,0,0,0,0,37,35,0,0,0,0,0,41280,0,37,0,0,1827,0,0,151362,80
add and remove key to/from account + get account and get storage used,0,0,4153,4153,0,0,0,573,0,13032,303169,44,0,13609,0,0,0,0,37,35,0,0,0,0,0,4726,8306,37,1789943,0,0,0,8306,31367,391
add and remove key to/from account,0,0,2293,2293,0,0,0,0,0,6879,167389,44,0,6881,0,0,0,0,37,35,0,0,0,0,0,2293,4586,37,988283,0,0,0,4586,16053,89
convert int to string and concatenate it + get signer receiver,0,0,0,0,0,0,0,0,0,34001,0,44,0,31308,0,0,0,0,37,35,0,0,0,0,0,15652,0,37,0,0,1954,0,0,80961,44
decode hex + get signer vault,0,0,0,0,0,0,0,0,0,17148,0,44,0,34300,0,0,0,0,37,35,0,0,0,0,0,17148,11511,37,0,0,1416,0,0,68596,70
get signer vault + transfer tokens,0,0,0,0,516,0,122,0,172,2010,0,44,0,4196,0,172,0,0,37,35,0,0,516,0,0,290,0,37,31992,0,1913,67,344,6496,9
transfer tokens + get signer address,0,0,0,0,6684,0,122,0,2228,24508,0,44,0,84672,0,2228,0,0,37,35,0,0,6684,0,0,18940,0,37,414408,0,1913,67,4456,128120,123
add and remove key to/from account + borrow array from storage,0,0,3832,3832,0,0,0,0,0,21991,279736,44,0,168925,0,0,0,0,37,35,0,0,0,0,0,66802,7664,37,1651592,0,1827,0,7664,257718,321
convert int to string and concatenate it + call empty contract function,0,0,0,0,0,0,0,0,0,60569,0,44,0,83032,0,0,0,0,37,35,0,0,0,0,0,41514,0,37,0,0,223,0,0,185115,65
get account and get balance + emit event,0,0,0,0,629,0,0,0,0,2044,0,2436,0,3463,0,0,0,262,74,69,0,0,0,0,0,891,0,74,35853,0,719935,0,629,6398,36
get account and get storage used + decode hex,0,0,0,0,0,0,0,13044,0,27460,0,44,0,54924,0,0,0,0,37,35,0,0,0,0,0,27460,14416,37,0,0,0,0,0,109844,104
convert int to string and concatenate it,0,0,0,0,0,0,0,0,0,35822,0,44,0,35824,0,0,0,0,37,35,0,0,0,0,0,17911,0,37,0,0,0,0,0,89557,31
load and save empty string on signers address + get account and get storage used,0,0,0,0,0,0,1286,1151,0,4219,0,44,0,6908,0,0,0,0,37,35,0,0,0,0,0,2685,0,37,0,0,1294,1271,0,13812,8
call empty contract function + get account and get available balance,3141,0,0,0,0,0,0,3141,0,71735,0,22031,0,121487,0,0,0,0,37,35,0,0,0,0,0,37184,0,37,0,0,8578294,0,0,230406,478
mint NFT,0,0,0,0,7566,0,1540534,0,7566,30264,0,44,0,52964,0,0,0,0,37,35,0,0,22698,0,7761,7566,0,37,0,0,3614,1094035,0,90794,242
convert int to string and concatenate it + convert int to string,0,0,0,0,0,0,0,0,0,29833,0,44,0,57238,0,0,0,0,37,35,0,0,0,0,0,28617,0,37,0,0,0,0,0,115688,31
get signer address + copy array from storage,0,0,0,0,0,0,0,0,0,2308,23080,44,0,90318,0,0,0,0,37,35,0,0,0,0,0,41695,0,37,0,0,1827,0,0,134321,64
emit event + copy array from storage and save a duplicate,0,0,0,0,39788,0,1608,0,0,89128,79600,44,0,173496,0,0,0,0,37,35,0,0,0,0,3184,58892,0,37,2267916,0,3583,1585,39788,321516,219
get account and get available balance + get account and get storage capacity,599,0,0,0,0,0,0,599,0,11626,0,8675,0,15893,0,0,634,0,37,35,0,0,0,0,0,1233,0,37,0,0,3316770,0,0,28752,172
call empty contract function + get account and get storage used,0,0,0,0,0,0,0,3567,0,9036,0,44,0,18076,0,0,0,0,37,35,0,0,0,0,0,9036,0,37,0,0,221,0,0,36148,17
add key to account + get public account,0,0,0,8400,0,0,0,0,0,29482,613200,44,0,42168,0,0,0,0,37,35,0,0,0,0,0,21082,8400,37,1789200,0,0,0,8400,92732,230
copy array from storage,0,0,0,0,0,0,0,0,0,7798,77980,44,0,116972,0,0,0,0,37,35,0,0,0,0,0,46788,0,37,0,0,1827,0,0,171558,98
transfer tokens to EVM address + copy array from storage and save a duplicate,0,0,0,0,1702,0,602069,0,1,40938,845216,44,0,190580,185393,1,0,0,37,35,0,0,3404,0,10810,64860,1702,37,1486642,35721000,720146,1585,3402,296378,529
get signer receiver,0,0,0,0,0,0,0,0,0,351,0,44,0,236,0,0,0,0,37,35,0,0,0,0,0,117,0,37,0,0,1954,0,0,704,3
transfer tokens to EVM address,0,0,0,0,1670,0,590834,0,1,8348,564150,44,0,6680,181905,1,0,0,37,35,0,0,3340,0,0,0,1670,37,1458674,35049000,704983,0,3338,15028,223
convert int to string,0,0,0,0,0,0,0,0,0,394,0,44,0,790,0,0,0,0,37,35,0,0,0,0,0,394,0,37,0,0,0,0,0,1578,1
transfer tokens to EVM address + get signer receiver,0,0,0,0,1194,0,420357,0,1,16642,402506,44,0,11894,129643,1,0,0,37,35,0,0,2388,0,0,3558,1194,37,1041342,25053000,503988,0,2386,32094,197
get public account + get account and get balance,0,0,0,0,0,0,0,0,0,4206,0,10248,0,8416,0,0,0,1130,74,69,0,0,0,0,0,1946,0,74,0,0,3104110,0,0,14568,162
load and save empty string on signers address,0,0,0,0,0,0,1286,0,0,19638,0,44,0,29459,0,0,0,0,37,35,0,0,0,0,0,9819,0,37,0,0,1273,1271,0,58916,29
create new account and deploy contract,0,0,0,0,414,414,68308,0,0,1242,15318,78,414,1244,0,0,0,0,488,69,0,0,0,0,828,414,828,488,92736,0,896724,35604,828,2900,220
add and remove key to/from account,0,0,1348,1348,0,0,0,0,0,4044,98404,44,0,4046,0,0,0,0,37,35,0,0,0,0,0,1348,2696,37,580988,0,0,0,2696,9438,62
reference tx + add key to account,0,0,0,2902,0,0,0,0,0,5804,211846,44,0,9918,0,0,0,0,37,35,0,0,0,0,0,7012,2902,37,618126,0,0,0,2902,22734,112
transfer tokens to EVM address,0,0,0,0,1010,0,357194,0,1,5048,341076,44,0,4040,109968,1,0,0,37,35,0,0,2020,0,0,0,1010,37,881840,21189000,426463,0,2018,9088,150
get public account + get account and get storage capacity,0,0,0,0,0,0,0,0,0,10472,0,1465,0,19933,0,0,203,0,37,35,0,0,0,0,0,9254,0,37,0,0,554393,0,0,39659,36
create and destroy EVM bridged account + copy array from storage and save a duplicate,0,0,0,0,10258,0,83672,0,10258,50118,776675,44,0,160910,0,10258,0,0,37,35,0,0,20516,0,6448,48946,10258,37,0,0,85514,1585,0,259974,308
get signer receiver + transfer tokens to EVM address,0,0,0,0,1841,0,651368,0,1,30362,621942,44,0,21472,200541,1,0,0,37,35,0,0,3682,0,0,7053,1841,37,1608122,38640000,779099,0,3680,58887,295
reference tx + get account and get storage capacity,0,0,0,0,0,0,0,0,0,12068,0,12112,0,46557,0,0,1724,0,37,35,0,0,0,0,0,32761,0,37,0,0,4637560,0,0,91386,222
get signer receiver,0,0,0,0,0,0,0,0,0,2442,0,44,0,1630,0,0,0,0,37,35,0,0,0,0,0,814,0,37,0,0,1913,0,0,4886,11
create and destroy EVM bridged account + get signer address,0,0,0,0,911,0,7288,0,911,2733,54660,44,0,18927,0,911,0,0,37,35,0,0,1822,0,0,8095,911,37,0,0,7945,0,0,29755,56
get account and get available balance + emit event,1940,0,0,0,22884,0,0,1940,0,69048,0,13624,0,101636,0,0,0,0,37,35,0,0,0,0,0,24824,0,37,1304388,0,5298363,0,22884,195508,346
convert int to string and concatenate it + get account and get storage capacity,0,0,0,0,0,0,0,0,0,37172,0,17166,0,42068,0,0,2446,0,37,35,0,0,0,0,0,12471,0,37,0,0,6579740,0,0,91711,322
transfer tokens + get account and get storage capacity,0,0,0,0,9849,0,122,0,3283,47551,0,11482,0,90219,0,3283,1634,0,37,35,0,0,9849,0,0,4917,0,37,610638,0,4397373,67,6566,142687,1005
emit event + create new account and deploy contract,0,0,0,0,5784,392,64678,0,0,11960,14504,74,392,17356,0,0,0,0,465,65,0,0,0,0,784,5784,784,465,395152,0,849293,33712,6176,35100,292
emit event + get signer address,0,0,0,0,13649,0,0,0,0,27298,0,44,0,47849,0,0,0,0,37,35,0,0,0,0,0,17098,0,37,777993,0,223,0,13649,92245,50
reference tx + call empty contract function,0,0,0,0,0,0,0,0,0,8269,0,44,0,24859,0,0,0,0,37,35,0,0,0,0,0,16586,0,37,0,0,221,0,0,49714,17
get signer address + get account and get storage used,0,0,0,0,0,0,0,2632,0,2632,0,44,0,11694,0,0,0,0,37,35,0,0,0,0,0,5845,0,37,0,0,0,0,0,20171,11
borrow array from storage + create new account,0,0,0,0,0,261,0,0,0,2918,0,74,0,40381,0,0,0,0,73,65,0,0,0,0,0,16203,0,73,14355,0,1827,0,261,59502,217
convert int to string and concatenate it + get signer vault,0,0,0,0,0,0,0,0,0,35060,0,44,0,50566,0,0,0,0,37,35,0,0,0,0,0,25281,0,37,0,0,1416,0,0,110907,90
load and save empty string on signers address,0,0,0,0,0,0,1286,0,0,46350,0,44,0,69527,0,0,0,0,37,35,0,0,0,0,0,23175,0,37,0,0,1335,1271,0,139052,70
convert int to string,0,0,0,0,0,0,0,0,0,25463,0,44,0,50928,0,0,0,0,37,35,0,0,0,0,0,25463,0,37,0,0,0,0,0,101854,30
decode hex,0,0,0,0,0,0,0,0,0,19212,0,44,0,38426,0,0,0,0,37,35,0,0,0,0,0,19212,19212,37,0,0,0,0,0,76850,88
transfer tokens to EVM address + get account and get balance,0,0,0,0,1601,0,566408,0,1,13475,540834,16494,0,17350,174387,1,0,1824,74,69,0,0,3202,0,0,1824,1601,74,1398374,33600000,5686393,0,3200,32649,467
copy array from storage,0,0,0,0,0,0,0,0,0,15887,158870,44,0,238307,0,0,0,0,37,35,0,0,0,0,0,95322,0,37,0,0,1827,0,0,349516,182
call empty contract function + add and remove key to/from account,0,0,712,712,0,0,0,0,0,35792,51976,44,0,69452,0,0,0,0,37,35,0,0,0,0,0,34368,1424,37,306872,0,223,0,1424,139612,75
get signer vault + create and destroy EVM bridged account,0,0,0,0,2449,0,19592,0,2449,10555,146940,44,0,18665,0,2449,0,0,37,35,0,0,4898,0,0,5657,2449,37,0,0,21665,0,0,34877,68
decode hex,0,0,0,0,0,0,0,0,0,5226,0,44,0,10454,0,0,0,0,37,35,0,0,0,0,0,5226,5226,37,0,0,0,0,0,20906,24
load and save empty string on signers address,0,0,0,0,0,0,1286,0,0,13988,0,44,0,20984,0,0,0,0,37,35,0,0,0,0,0,6994,0,37,0,0,1294,1271,0,41966,26
load and save empty string on signers address + create new account,0,0,0,0,0,430,1286,0,0,23436,0,74,0,35373,0,0,0,0,73,65,0,0,0,0,0,11933,0,73,23650,0,1294,1271,430,70742,194
reference tx + emit event,0,0,0,0,28344,0,0,0,0,56688,0,44,0,93349,0,0,0,0,37,35,0,0,0,0,0,36657,0,37,1615608,0,221,0,28344,186694,110
copy array from storage,0,0,0,0,0,0,0,0,0,9711,97110,44,0,145667,0,0,0,0,37,35,0,0,0,0,0,58266,0,37,0,0,1827,0,0,213644,122
copy array from storage and save a duplicate + get account and get storage capacity,0,0,0,0,0,0,1608,0,0,38410,192975,15297,0,150838,0,0,2179,0,37,35,0,0,0,0,7719,48493,0,37,0,0,5954250,1585,0,237741,3184
load and save long string on signers address + get account and get available balance,3043,0,0,0,0,0,1327,3043,0,61658,0,21345,0,89448,0,0,0,0,37,35,0,0,0,0,0,15614,0,37,0,0,8186964,1312,0,166720,462
get account and get balance + add and remove key to/from account,0,0,7387,7387,0,0,0,0,0,29118,539251,20949,0,36079,0,0,0,2319,74,69,0,0,0,0,0,9706,14774,74,3183797,0,6370293,0,14774,74903,635
mint NFT + transfer tokens to EVM address,0,0,0,0,4827,0,1263383,0,2894,21240,652608,44,0,27989,210294,1,0,0,37,35,0,0,12547,0,2967,2893,1934,37,1688084,40593000,813840,411014,3866,52122,349
copy array from storage and save a duplicate + get signer receiver,0,0,0,0,0,0,1608,0,0,3921,24625,44,0,17393,0,0,0,0,37,35,0,0,0,0,985,6232,0,37,0,0,4020,1585,0,27546,25
create new account,0,0,0,0,0,161,0,0,0,161,0,78,0,324,0,0,0,0,74,69,0,0,0,0,0,161,0,74,8855,0,0,0,161,646,56
add key to account + get public account,0,0,0,483,0,0,0,0,0,1201,35259,44,0,1440,0,0,0,0,37,35,0,0,0,0,0,718,483,37,102879,0,0,0,483,3359,13
get public account + get signer address,0,0,0,0,0,0,0,0,0,487,0,44,0,2882,0,0,0,0,37,35,0,0,0,0,0,1439,0,37,0,0,0,0,0,4808,2
borrow array from storage + reference tx,0,0,0,0,0,0,0,0,0,864,0,44,0,18922,0,0,0,0,37,35,0,0,0,0,0,11142,0,37,0,0,1868,0,0,30928,38
borrow array from storage + transfer tokens to EVM address,0,0,0,0,33,0,11336,0,1,6337,10876,44,0,92744,3488,1,0,0,37,35,0,0,66,0,0,37044,33,37,27968,672000,15996,0,64,136125,236
call empty contract function + add and remove key to/from account,0,0,4118,4118,0,0,0,0,0,34589,300614,44,0,56828,0,0,0,0,37,35,0,0,0,0,0,26353,8236,37,1774858,0,223,0,8236,117770,201
create new account and deploy contract + emit event,0,0,0,0,34268,437,72103,0,0,68973,16169,74,437,102808,0,0,0,0,510,65,0,0,0,0,874,34268,874,510,2026255,0,946765,37582,34705,206049,332
copy array from storage + create and destroy EVM bridged account,0,0,0,0,9495,0,75960,0,9495,41747,702320,44,0,246409,0,9495,0,0,37,35,0,0,18990,0,0,89067,9495,37,0,0,78444,0,0,377223,310
transfer tokens + get public account,0,0,0,0,13734,0,122,0,4578,69565,0,44,0,143712,0,4578,0,0,37,35,0,0,13734,0,0,23785,0,37,851508,0,1913,67,9156,237062,284
get account and get balance,0,0,0,0,0,0,0,0,0,5661,0,17061,0,11324,0,0,0,1887,74,69,0,0,0,0,0,1887,0,74,0,0,5106222,0,0,18872,246
get public account + copy array from storage,0,0,0,0,0,0,0,0,0,48523,178980,44,0,329724,0,0,0,0,37,35,0,0,0,0,0,138013,0,37,0,0,1868,0,0,516260,241
convert int to string and concatenate it + decode hex,0,0,0,0,0,0,0,0,0,50385,0,44,0,64258,0,0,0,0,37,35,0,0,0,0,0,32127,13869,37,0,0,0,0,0,146770,90
mint NFT,0,0,0,0,1487,0,301456,0,1487,5948,0,44,0,10411,0,0,0,0,37,35,0,0,4461,0,1525,1487,0,37,0,0,2448,213618,0,17846,34
add key to account,0,0,0,78,0,0,0,0,0,156,5694,44,0,158,0,0,0,0,37,35,0,0,0,0,0,78,78,37,16614,0,0,0,78,392,7
convert int to string and concatenate it,0,0,0,0,0,0,0,0,0,3174,0,44,0,3176,0,0,0,0,37,35,0,0,0,0,0,1587,0,37,0,0,0,0,0,7937,3
get account and get storage used,0,0,0,0,0,0,0,2139,0,2139,0,44,0,4280,0,0,0,0,37,35,0,0,0,0,0,2139,0,37,0,0,0,0,0,8558,11
mint NFT + add key to account,0,0,0,10679,5234,0,1056160,0,5234,42294,779567,44,0,58000,0,0,0,0,37,35,0,0,15702,0,5369,15913,10679,37,2274627,0,3438,747249,10679,116207,462
get signer receiver,0,0,0,0,0,0,0,0,0,18246,0,44,0,12166,0,0,0,0,37,35,0,0,0,0,0,6082,0,37,0,0,1913,0,0,36494,44
add key to account + load and save empty string on signers address,0,0,0,1976,0,0,1286,0,0,29056,144248,44,0,41612,0,0,0,0,37,35,0,0,0,0,0,14528,1976,37,420888,0,1335,1271,1976,85196,93
get account and get available balance + get account and get storage used,77,0,0,0,0,0,0,2963,0,3810,0,583,0,7085,0,0,0,0,37,35,0,0,0,0,0,2963,0,37,0,0,210287,0,0,13858,18
transfer tokens,0,0,0,0,5199,0,122,0,1733,19063,0,44,0,39861,0,1733,0,0,37,35,0,0,5199,0,0,1733,0,37,322338,0,1913,67,3466,60657,99
create new account + load and save long string on signers address,0,0,0,0,0,599,1327,0,0,6837,0,74,0,10559,0,0,0,0,73,65,0,0,0,0,0,3718,0,73,32945,0,1294,1312,599,21114,972
emit event,0,0,0,0,3131,0,0,0,0,6262,0,44,0,9395,0,0,0,0,37,35,0,0,0,0,0,3131,0,37,178467,0,223,0,3131,18788,16
get signer vault,0,0,0,0,0,0,0,0,0,14127,0,44,0,28256,0,0,0,0,37,35,0,0,0,0,0,14127,0,37,0,0,1395,0,0,56510,44
get public account + get signer receiver,0,0,0,0,0,0,0,0,0,39675,0,44,0,52450,0,0,0,0,37,35,0,0,0,0,0,26223,0,37,0,0,1913,0,0,118348,100
get public account + decode hex,0,0,0,0,0,0,0,0,0,23068,0,44,0,46140,0,0,0,0,37,35,0,0,0,0,0,23068,12424,37,0,0,0,0,0,92276,77
create new account,0,0,0,0,0,353,0,0,0,353,0,74,0,708,0,0,0,0,73,65,0,0,0,0,0,353,0,73,19415,0,0,0,353,1414,130
add key to account + get public account,0,0,0,5496,0,0,0,0,0,52707,401208,44,0,94426,0,0,0,0,37,35,0,0,0,0,0,47211,5496,37,1170648,0,0,0,5496,194344,314
load and save empty string on signers address + transfer tokens,0,0,0,0,11538,0,1408,0,3846,44178,0,44,0,91270,0,3846,0,0,37,35,0,0,11538,0,0,4782,0,37,715356,0,1954,1338,7692,140230,216
load and save empty string on signers address,0,0,0,0,0,0,1286,0,0,7242,0,44,0,10865,0,0,0,0,37,35,0,0,0,0,0,3621,0,37,0,0,1335,1271,0,21728,21
create new account and deploy contract,0,0,0,0,255,255,42074,0,0,765,9435,74,255,767,0,0,0,0,328,65,0,0,0,0,510,255,510,328,57120,0,552330,21930,510,1787,681
create and destroy EVM bridged account + borrow array from storage,0,0,0,0,7011,0,56088,0,7011,28609,420660,44,0,148699,0,7011,0,0,37,35,0,0,14022,0,0,52467,7011,37,0,0,58572,0,0,229775,230
copy array from storage,0,0,0,0,0,0,0,0,0,8293,82930,44,0,124397,0,0,0,0,37,35,0,0,0,0,0,49758,0,37,0,0,1827,0,0,182448,127
get account and get storage capacity + load and save long string on signers address,0,0,0,0,0,0,1327,0,0,5168,0,5112,0,6670,0,0,724,0,37,35,0,0,0,0,0,774,0,37,0,0,1948854,1312,0,12612,79
get account and get balance + load and save long string on signers address,0,0,0,0,0,0,1327,0,0,20565,0,15153,0,33364,0,0,0,1675,74,69,0,0,0,0,0,9445,0,74,0,0,4533844,1312,0,63374,262
copy array from storage and save a duplicate + reference tx,0,0,0,0,0,0,1608,0,0,11571,96425,44,0,70296,0,0,0,0,37,35,0,0,0,0,3857,27865,0,37,0,0,3401,1585,0,109732,245
get account and get storage capacity,0,0,0,0,0,0,0,0,0,5285,0,5329,0,6797,0,0,755,0,37,35,0,0,0,0,0,755,0,37,0,0,2030950,0,0,12837,91
convert int to string,0,0,0,0,0,0,0,0,0,18114,0,44,0,36230,0,0,0,0,37,35,0,0,0,0,0,18114,0,37,0,0,0,0,0,72458,23
get account and get balance + get account and get storage capacity,0,0,0,0,0,0,0,0,0,6894,0,16476,0,12262,0,0,306,1584,74,69,0,0,0,0,0,1890,0,74,0,0,5109444,0,0,21046,279
get public account + get signer address,0,0,0,0,0,0,0,0,0,1800,0,44,0,9554,0,0,0,0,37,35,0,0,0,0,0,4775,0,37,0,0,0,0,0,16129,10
load and save empty string on signers address,0,0,0,0,0,0,1286,0,0,39064,0,44,0,58598,0,0,0,0,37,35,0,0,0,0,0,19532,0,37,0,0,1335,1271,0,117194,58
get signer receiver,0,0,0,0,0,0,0,0,0,5985,0,44,0,3992,0,0,0,0,37,35,0,0,0,0,0,1995,0,37,0,0,1892,0,0,11972,19
get public account + call empty contract function,0,0,0,0,0,0,0,0,0,15091,0,44,0,30186,0,0,0,0,37,35,0,0,0,0,0,15091,0,37,0,0,223,0,0,60368,42
load and save long string on signers address + get account and get available balance,84,0,0,0,0,0,1327,84,0,7550,0,632,0,11245,0,0,0,0,37,35,0,0,0,0,0,3355,0,37,0,0,230739,1312,0,22150,22
reference tx + get signer receiver,0,0,0,0,0,0,0,0,0,16836,0,44,0,16120,0,0,0,0,37,35,0,0,0,0,0,10504,0,37,0,0,1913,0,0,43460,50
get account and get balance,0,0,0,0,0,0,0,0,0,7950,0,23928,0,15902,0,0,0,2650,74,69,0,0,0,0,0,2650,0,74,0,0,7170900,0,0,26502,372
get signer address,0,0,0,0,0,0,0,0,0,0,0,44,0,11084,0,0,0,0,37,35,0,0,0,0,0,5541,0,37,0,0,0,0,0,16625,10
transfer tokens to EVM address,0,0,0,0,358,0,126386,0,1,1788,120718,44,0,1432,38909,1,0,0,37,35,0,0,716,0,0,0,358,37,312010,7497000,151319,0,714,3220,53
get account and get balance,0,0,0,0,0,0,0,0,0,426,0,1356,0,854,0,0,0,142,74,69,0,0,0,0,0,142,0,74,0,0,384252,0,0,1422,34
create new account,0,0,0,0,0,225,0,0,0,225,0,74,0,452,0,0,0,0,73,65,0,0,0,0,0,225,0,73,12375,0,0,0,225,902,86
mint NFT + get account and get storage capacity,0,0,0,0,7817,0,1574828,0,7817,31429,0,205,0,54930,0,0,23,0,37,35,0,0,23451,0,8018,7840,0,37,0,0,64440,1113520,0,94199,194
create and destroy EVM bridged account + reference tx,0,0,0,0,7732,0,61856,0,7732,23196,463920,44,0,51839,0,7732,0,0,37,35,0,0,15464,0,0,20907,7732,37,0,0,62513,0,0,95942,120
add and remove key to/from account + load and save long string on signers address,0,0,6422,6422,0,0,1327,0,0,43246,468806,44,0,55240,0,0,0,0,37,35,0,0,0,0,0,18412,12844,37,2767882,0,1335,1312,12844,116898,299
mint NFT + copy array from storage and save a duplicate,0,0,0,0,12921,0,2629957,0,12921,80247,238025,44,0,252308,0,0,0,0,37,35,0,0,38763,0,22775,70047,0,37,0,0,6978,1867490,0,402602,539
load and save long string on signers address + create new account and deploy contract,0,0,0,0,475,475,79700,0,0,25807,17575,74,475,38002,0,0,0,0,548,65,0,0,0,0,950,12666,950,548,106400,0,1030185,42162,950,76475,282
create and destroy EVM bridged account,0,0,0,0,9978,0,79824,0,9978,29934,598680,44,0,49892,0,9978,0,0,37,35,0,0,19956,0,0,9978,9978,37,0,0,80481,0,0,89804,173
get public account + get account and get balance,0,0,0,0,0,0,0,0,0,31065,0,22470,0,62134,0,0,0,2488,74,69,0,0,0,0,0,26089,0,74,0,0,6834536,0,0,119288,388
add key to account,0,0,0,10414,0,0,0,0,0,20828,760222,44,0,20830,0,0,0,0,37,35,0,0,0,0,0,10414,10414,37,2218182,0,0,0,10414,52072,289
decode hex + get account and get balance,0,0,0,0,0,0,0,0,0,32694,0,17412,0,65392,0,0,0,1926,74,69,0,0,0,0,0,28842,26916,74,0,0,5290722,0,0,126928,472
mint NFT + get public account,0,0,0,0,13135,0,2672439,0,13135,71545,0,44,0,129959,0,0,0,0,37,35,0,0,39405,0,13475,32140,0,37,0,0,4158,1897369,0,233644,314
copy array from storage + get public account,0,0,0,0,0,0,0,0,0,24950,220680,44,0,336788,0,0,0,0,37,35,0,0,0,0,0,135290,0,37,0,0,1868,0,0,497028,248
get account and get balance,0,0,0,0,0,0,0,0,0,636,0,1986,0,1274,0,0,0,212,74,69,0,0,0,0,0,212,0,74,0,0,582364,0,0,2122,33
copy array from storage + transfer tokens,0,0,0,0,4293,0,122,0,1431,24469,87280,44,0,163837,0,1431,0,0,37,35,0,0,4293,0,0,53799,0,37,266166,0,2446,67,2862,242105,184
convert int to string + create new account,0,0,0,0,0,409,0,0,0,1816,0,74,0,3636,0,0,0,0,73,65,0,0,0,0,0,1816,0,73,22495,0,0,0,409,7268,144
get signer address + get public account,0,0,0,0,0,0,0,0,0,20106,0,44,0,62796,0,0,0,0,37,35,0,0,0,0,0,31396,0,37,0,0,0,0,0,114298,41
emit event + get account and get storage used,0,0,0,0,12394,0,0,4923,0,29711,0,44,0,47032,0,0,0,0,37,35,0,0,0,0,0,17317,0,37,706458,0,221,0,12394,94060,1722
get account and get storage used + create new account,0,0,0,0,0,1151,0,1464,0,2615,0,74,0,5234,0,0,0,0,73,65,0,0,0,0,0,2615,0,73,63305,0,0,0,1151,10464,741
get account and get storage capacity + call empty contract function,0,0,0,0,0,0,0,0,0,9323,0,905,0,18035,0,0,123,0,37,35,0,0,0,0,0,8585,0,37,0,0,331091,0,0,35943,27
load and save empty string on signers address,0,0,0,0,0,0,1286,0,0,3014,0,44,0,4523,0,0,0,0,37,35,0,0,0,0,0,1507,0,37,0,0,1335,1271,0,9044,15
get account and get available balance + get account and get balance,146,0,0,0,0,0,0,146,0,9006,0,22862,0,16994,0,0,0,2418,74,69,0,0,0,0,0,2564,0,74,0,0,6935848,0,0,28564,318
mint NFT + reference tx,0,0,0,0,3146,0,635611,0,3146,12584,0,44,0,47151,0,0,0,0,37,35,0,0,9438,0,3228,28271,0,37,0,0,2857,449892,0,88006,75
get signer vault + call empty contract function,0,0,0,0,0,0,0,0,0,12259,0,44,0,24522,0,0,0,0,37,35,0,0,0,0,0,12259,0,37,0,0,1678,0,0,49040,21
copy array from storage,0,0,0,0,0,0,0,0,0,14026,140260,44,0,210392,0,0,0,0,37,35,0,0,0,0,0,84156,0,37,0,0,1868,0,0,308574,158
decode hex + get public account,0,0,0,0,0,0,0,0,0,9191,0,44,0,18386,0,0,0,0,37,35,0,0,0,0,0,9191,623,37,0,0,0,0,0,36768,17
mint NFT,0,0,0,0,6831,0,1391069,0,6831,27324,0,44,0,47819,0,0,0,0,37,35,0,0,20493,0,7007,6831,0,37,0,0,3457,987935,0,81974,151
