tx,GetAccountAvailableBalance,GetBlockAtHeight,RevokeEncodedAccountKey,AddEncodedAccountKey,CreateCompositeValue,CreateAccount,SetValue,GetStorageUsed,GenerateUUID,FunctionInvocation,TransferArrayValue,GetOrLoadProgram,UpdateAccountContractCode,Statement,RLPDecoding,DestroyCompositeValue,GetStorageCapacity,GetAccountBalance,GetAccountContractCode,ResolveLocation,GetCurrentBlockHeight,CreateDictionaryValue,TransferCompositeValue,TransferDictionaryValue,AllocateStorageIndex,Loop,CreateArrayValue,GetCode,EmitEvent,EVMGasUsage,GetValue,EncodeValue,EncodeEvent,estimated,ms
get account and get balance + get public account,0,0,0,0,0,0,0,0,0,28569,0,2247,0,57142,0,0,0,241,74,69,0,0,0,0,0,28087,0,74,0,0,652146,0,0,113798,74
emit event + transfer tokens to EVM address,0,0,0,0,7406,0,384098,0,1,18068,366770,44,0,23306,118255,1,0,0,37,35,0,0,2172,0,0,6320,1086,37,1308510,22785000,458756,0,8490,47694,178
mint NFT + add key to account,0,0,0,3611,4004,0,808117,0,4004,23238,263603,44,0,35254,0,0,0,0,37,35,0,0,12012,0,4107,7615,3611,37,769143,0,2818,571776,3611,66107,180
copy array from storage and save a duplicate + get signer receiver,0,0,0,0,0,0,1608,0,0,35052,242275,44,0,168737,0,0,0,0,37,35,0,0,0,0,9691,60139,0,37,0,0,3979,1585,0,263928,271
create new account + get account and get storage used,0,0,0,0,0,706,0,6039,0,6745,0,74,0,13494,0,0,0,0,73,65,0,0,0,0,0,6745,0,73,38830,0,0,0,706,26984,263
convert int to string and concatenate it + convert int to string,0,0,0,0,0,0,0,0,0,57991,0,44,0,80002,0,0,0,0,37,35,0,0,0,0,0,39999,0,37,0,0,0,0,0,177992,50
copy array from storage and save a duplicate,0,0,0,0,0,0,1608,0,0,11472,95600,44,0,65010,0,0,0,0,37,35,0,0,0,0,3824,22944,0,37,0,0,3360,1585,0,99426,102
reference tx + borrow array from storage,0,0,0,0,0,0,0,0,0,10301,0,44,0,170505,0,0,0,0,37,35,0,0,0,0,0,77792,0,37,0,0,1827,0,0,258598,190
get account and get available balance + transfer tokens to EVM address,2479,0,0,0,1684,0,595790,2479,1,38166,568886,17397,0,48881,183433,1,0,0,37,35,0,0,3368,0,0,2479,1684,37,1470914,35343000,7481040,0,3366,89526,566
emit event + convert int to string and concatenate it,0,0,0,0,7468,0,0,0,0,35924,0,44,0,43396,0,0,0,0,37,35,0,0,0,0,0,17962,0,37,425676,0,221,0,7468,97282,42
copy array from storage + copy array from storage and save a duplicate,0,0,0,0,0,0,1608,0,0,12798,108090,44,0,80590,0,0,0,0,37,35,0,0,0,0,3978,29052,0,37,0,0,3360,1585,0,122440,96
borrow array from storage + copy array from storage and save a duplicate,0,0,0,0,0,0,1608,0,0,30074,176100,44,0,253882,0,0,0,0,37,35,0,0,0,0,7044,95916,0,37,0,0,3360,1585,0,379872,324
load and save empty string on signers address + get account and get balance,0,0,0,0,0,0,1286,0,0,48013,0,3435,0,72583,0,0,0,373,74,69,0,0,0,0,0,23820,0,74,0,0,1025966,1271,0,144416,117
emit event + borrow array from storage,0,0,0,0,20013,0,0,0,0,48269,0,44,0,183688,0,0,0,0,37,35,0,0,0,0,0,69471,0,37,1140741,0,2050,0,20013,301428,200
get signer address + get account and get storage capacity,0,0,0,0,0,0,0,0,0,12495,0,12539,0,78627,0,0,1785,0,37,35,0,0,0,0,0,33064,0,37,0,0,4801650,0,0,124186,349
create and destroy EVM bridged account + emit event,0,0,0,0,9937,0,59408,0,7426,27300,445560,44,0,44667,0,7426,0,0,37,35,0,0,14852,0,0,9937,7426,37,143127,0,60286,0,2511,81904,128
transfer tokens + call empty contract function,0,0,0,0,18678,0,122,0,6226,106304,0,44,0,218838,0,6226,0,0,37,35,0,0,18678,0,0,44044,0,37,1158036,0,2175,67,12452,369186,365
transfer tokens to EVM address + convert int to string and concatenate it,0,0,0,0,2812,0,995102,0,1,67522,950132,44,0,64714,306376,1,0,0,37,35,0,0,5624,0,0,26732,2812,37,2456768,59031000,1186907,0,5622,158968,481
copy array from storage,0,0,0,0,0,0,0,0,0,20414,204140,44,0,306212,0,0,0,0,37,35,0,0,0,0,0,122484,0,37,0,0,1827,0,0,449110,221
get public account,0,0,0,0,0,0,0,0,0,222,0,44,0,446,0,0,0,0,37,35,0,0,0,0,0,222,0,37,0,0,0,0,0,890,1
load and save empty string on signers address + convert int to string,0,0,0,0,0,0,1286,0,0,31753,0,44,0,50129,0,0,0,0,37,35,0,0,0,0,0,18372,0,37,0,0,1335,1271,0,100254,44
get signer vault,0,0,0,0,0,0,0,0,0,7816,0,44,0,15634,0,0,0,0,37,35,0,0,0,0,0,7816,0,37,0,0,1416,0,0,31266,24
get signer receiver + get public account,0,0,0,0,0,0,0,0,0,3351,0,44,0,5238,0,0,0,0,37,35,0,0,0,0,0,2617,0,37,0,0,1954,0,0,11206,19
get account and get storage used + copy array from storage and save a duplicate,0,0,0,0,0,0,1608,11945,0,16379,36950,44,0,49020,0,0,0,0,37,35,0,0,0,0,1478,20813,0,37,0,0,3360,1585,0,86212,59
copy array from storage and save a duplicate + create and destroy EVM bridged account,0,0,0,0,63,0,2112,0,63,9558,81855,44,0,53410,0,63,0,0,37,35,0,0,126,0,3123,18801,63,37,0,0,4521,1585,0,81769,76
emit event + get signer address,0,0,0,0,13722,0,0,0,0,27444,0,44,0,56726,0,0,0,0,37,35,0,0,0,0,0,21500,0,37,782154,0,221,0,13722,105670,51
create new account and deploy contract,0,0,0,0,723,723,119295,0,0,2169,26751,74,723,2171,0,0,0,0,796,65,0,0,0,0,1446,723,1446,796,161952,0,1566018,62178,1446,5063,374
create and destroy EVM bridged account,0,0,0,0,10032,0,80256,0,10032,30096,601920,44,0,50162,0,10032,0,0,37,35,0,0,20064,0,0,10032,10032,37,0,0,80913,0,0,90290,145
get account and get available balance,595,0,0,0,0,0,0,595,0,7140,0,4209,0,10117,0,0,0,0,37,35,0,0,0,0,0,595,0,37,0,0,1624945,0,0,17852,80
get signer vault + transfer tokens,0,0,0,0,7872,0,122,0,2624,35769,0,44,0,74166,0,2624,0,0,37,35,0,0,7872,0,0,9529,0,37,488064,0,1913,67,5248,119464,158
create new account + get signer address,0,0,0,0,0,1,0,0,0,1,0,74,0,27948,0,0,0,0,73,65,0,0,0,0,0,13972,0,73,55,0,0,0,1,41921,10
create new account + convert int to string,0,0,0,0,0,173,0,0,0,185,0,74,0,374,0,0,0,0,73,65,0,0,0,0,0,185,0,73,9515,0,0,0,173,744,74
mint NFT + add key to account,0,0,0,1243,3812,0,768980,0,3812,17734,90739,44,0,29174,0,0,0,0,37,35,0,0,11436,0,3910,5055,1243,37,264759,0,2306,543967,1243,51963,125
get signer address + transfer tokens to EVM address,0,0,0,0,165,0,58064,0,1,823,55490,44,0,34008,17875,1,0,0,37,35,0,0,330,0,0,16673,165,37,143334,3444000,69873,0,328,51504,35
load and save empty string on signers address,0,0,0,0,0,0,1286,0,0,8338,0,44,0,12509,0,0,0,0,37,35,0,0,0,0,0,4169,0,37,0,0,1294,1271,0,25016,13
get signer address + get account and get storage used,0,0,0,0,0,0,0,19918,0,19918,0,44,0,77640,0,0,0,0,37,35,0,0,0,0,0,38818,0,37,0,0,0,0,0,136376,56
convert int to string + create and destroy EVM bridged account,0,0,0,0,2062,0,16496,0,2062,30512,123720,44,0,58966,0,2062,0,0,37,35,0,0,4124,0,0,26388,2062,37,0,0,17153,0,0,115866,1141
get public account + add key to account,0,0,0,2219,0,0,0,0,0,4486,161987,44,0,4538,0,0,0,0,37,35,0,0,0,0,0,2267,2219,37,472647,0,0,0,2219,11291,62
call empty contract function,0,0,0,0,0,0,0,0,0,4697,0,44,0,9396,0,0,0,0,37,35,0,0,0,0,0,4697,0,37,0,0,221,0,0,18790,12
get account and get balance,0,0,0,0,0,0,0,0,0,1692,0,5154,0,3386,0,0,0,564,74,69,0,0,0,0,0,564,0,74,0,0,1526184,0,0,5642,77
borrow array from storage + convert int to string,0,0,0,0,0,0,0,0,0,16004,0,44,0,191613,0,0,0,0,37,35,0,0,0,0,0,77389,0,37,0,0,1868,0,0,285006,213
transfer tokens to EVM address + get public account,0,0,0,0,201,0,70808,0,1,1225,67658,44,0,1250,21799,1,0,0,37,35,0,0,402,0,0,222,201,37,174798,4200000,85065,0,400,2697,41
get account and get available balance,374,0,0,0,0,0,0,374,0,4488,0,2662,0,6360,0,0,0,0,37,35,0,0,0,0,0,374,0,37,0,0,1006060,0,0,11222,77
mint NFT + transfer tokens to EVM address,0,0,0,0,9601,0,2000680,0,9161,38843,148774,44,0,65886,47957,1,0,0,37,35,0,0,28362,0,9397,9160,441,37,384554,9240000,188813,1304807,880,113889,281
get account and get storage capacity + transfer tokens to EVM address,0,0,0,0,430,0,151745,0,1,7839,145050,5735,0,9039,46755,1,813,0,37,35,0,0,860,0,0,813,430,37,374934,9009000,2401876,0,858,17691,159
get account and get balance,0,0,0,0,0,0,0,0,0,6315,0,19023,0,12632,0,0,0,2105,74,69,0,0,0,0,0,2105,0,74,0,0,5696130,0,0,21052,264
copy array from storage + get account and get storage capacity,0,0,0,0,0,0,0,0,0,39370,169770,22437,0,283450,0,0,3199,0,37,35,0,0,0,0,0,105061,0,37,0,0,8607137,0,0,427881,3757
get account and get storage capacity + load and save long string on signers address,0,0,0,0,0,0,1327,0,0,26896,0,7660,0,38716,0,0,1088,0,37,35,0,0,0,0,0,10728,0,37,0,0,2928014,1312,0,76340,147
get account and get balance,0,0,0,0,0,0,0,0,0,2094,0,6360,0,4190,0,0,0,698,74,69,0,0,0,0,0,698,0,74,0,0,1917406,0,0,6982,152
copy array from storage + get account and get storage used,0,0,0,0,0,0,0,172,0,7201,70290,44,0,105783,0,0,0,0,37,35,0,0,0,0,0,42346,0,37,0,0,1868,0,0,155330,218
get signer receiver,0,0,0,0,0,0,0,0,0,5421,0,44,0,3616,0,0,0,0,37,35,0,0,0,0,0,1807,0,37,0,0,1913,0,0,10844,14
copy array from storage,0,0,0,0,0,0,0,0,0,3193,31930,44,0,47897,0,0,0,0,37,35,0,0,0,0,0,19158,0,37,0,0,1827,0,0,70248,45
get signer address,0,0,0,0,0,0,0,0,0,0,0,44,0,29634,0,0,0,0,37,35,0,0,0,0,0,14816,0,37,0,0,0,0,0,44450,9
transfer tokens to EVM address,0,0,0,0,1505,0,532424,0,1,7523,508394,44,0,6020,163927,1,0,0,37,35,0,0,3010,0,0,0,1505,37,1314478,31584000,635353,0,3008,13543,198
decode hex,0,0,0,0,0,0,0,0,0,9684,0,44,0,19370,0,0,0,0,37,35,0,0,0,0,0,9684,9684,37,0,0,0,0,0,38738,42
transfer tokens,0,0,0,0,5367,0,122,0,1789,19679,0,44,0,41149,0,1789,0,0,37,35,0,0,5367,0,0,1789,0,37,332754,0,1954,67,3578,62617,91
create new account and deploy contract,0,0,0,0,200,200,33000,0,0,600,7400,74,200,602,0,0,0,0,273,65,0,0,0,0,400,200,400,273,44800,0,433200,17200,400,1402,95
mint NFT + get signer receiver,0,0,0,0,6135,0,1236902,0,6135,34638,0,44,0,49681,0,0,0,0,37,35,0,0,18405,0,6294,9501,0,37,0,0,4830,874832,0,93820,157
convert int to string and concatenate it,0,0,0,0,0,0,0,0,0,13234,0,44,0,13236,0,0,0,0,37,35,0,0,0,0,0,6617,0,37,0,0,0,0,0,33087,20
convert int to string + get account and get available balance,2049,0,0,0,0,0,0,2049,0,30314,0,14387,0,46289,0,0,0,0,37,35,0,0,0,0,0,7775,0,37,0,0,5595819,0,0,84378,291
decode hex,0,0,0,0,0,0,0,0,0,26768,0,44,0,53538,0,0,0,0,37,35,0,0,0,0,0,26768,26768,37,0,0,0,0,0,107074,122
copy array from storage and save a duplicate + transfer tokens,0,0,0,0,11061,0,1730,0,3687,66009,212100,44,0,229033,0,3687,0,0,37,35,0,0,11061,0,8484,54591,0,37,685782,0,4020,1652,7374,349633,413
decode hex + emit event,0,0,0,0,5063,0,0,0,0,12520,0,44,0,19981,0,0,0,0,37,35,0,0,0,0,0,7457,2394,37,288591,0,221,0,5063,39958,32
convert int to string and concatenate it,0,0,0,0,0,0,0,0,0,30034,0,44,0,30036,0,0,0,0,37,35,0,0,0,0,0,15017,0,37,0,0,0,0,0,75087,23
create and destroy EVM bridged account + transfer tokens,0,0,0,0,19572,0,31706,0,9156,69132,236880,44,0,139528,0,9156,0,0,37,35,0,0,23520,0,0,9156,3948,37,968688,0,34195,67,10416,217816,336
convert int to string and concatenate it + copy array from storage and save a duplicate,0,0,0,0,0,0,1608,0,0,90988,245700,44,0,228584,0,0,0,0,37,35,0,0,0,0,9828,89720,0,37,0,0,3401,1585,0,409292,299
decode hex,0,0,0,0,0,0,0,0,0,8127,0,44,0,16256,0,0,0,0,37,35,0,0,0,0,0,8127,8127,37,0,0,0,0,0,32510,35
add and remove key to/from account + get signer receiver,0,0,4781,4781,0,0,0,0,0,33939,349013,44,0,27411,0,0,0,0,37,35,0,0,0,0,0,11313,9562,37,2060611,0,1913,0,9562,72663,954
convert int to string and concatenate it + convert int to string,0,0,0,0,0,0,0,0,0,117521,0,44,0,148714,0,0,0,0,37,35,0,0,0,0,0,74355,0,37,0,0,0,0,0,340590,99
get public account + get signer vault,0,0,0,0,0,0,0,0,0,2168,0,44,0,4340,0,0,0,0,37,35,0,0,0,0,0,2168,0,37,0,0,1457,0,0,8676,11
call empty contract function + add key to account,0,0,0,710,0,0,0,0,0,6612,51830,44,0,11808,0,0,0,0,37,35,0,0,0,0,0,5902,710,37,151230,0,221,0,710,24322,36
transfer tokens + decode hex,0,0,0,0,8178,0,122,0,2726,38993,0,44,0,80716,0,2726,0,0,37,35,0,0,8178,0,0,11733,9007,37,507036,0,1954,67,5452,131442,209
copy array from storage and save a duplicate,0,0,0,0,0,0,1608,0,0,6348,52900,44,0,35974,0,0,0,0,37,35,0,0,0,0,2116,12696,0,37,0,0,3360,1585,0,55018,51
get signer receiver + reference tx,0,0,0,0,0,0,0,0,0,16662,0,44,0,28434,0,0,0,0,37,35,0,0,0,0,0,22876,0,37,0,0,1913,0,0,67972,52
transfer tokens to EVM address + convert int to string,0,0,0,0,1396,0,492443,0,1,8285,471542,44,0,8200,152041,1,0,0,37,35,0,0,2792,0,0,1307,1396,37,1219202,29295000,587960,0,2790,17792,197
transfer tokens + get account and get balance,0,0,0,0,4647,0,122,0,1549,21506,0,13479,0,44565,0,1549,0,1489,74,69,0,0,4647,0,0,3038,0,74,288114,0,4092237,67,3098,69109,290
get signer receiver + create new account and deploy contract,0,0,0,0,655,655,108073,0,0,14661,24235,74,655,10433,0,0,0,0,728,65,0,0,0,0,1310,4887,1310,728,146720,0,1420684,56330,1310,29981,380
emit event + add key to account,0,0,0,3484,23106,0,0,0,0,53180,254332,44,0,76290,0,0,0,0,37,35,0,0,0,0,0,26590,3484,37,2059134,0,221,0,26590,156060,195
load and save long string on signers address + emit event,0,0,0,0,1982,0,1327,0,0,8914,0,44,0,13375,0,0,0,0,37,35,0,0,0,0,0,4457,0,37,112974,0,1558,1312,1982,26746,20
get signer vault + transfer tokens to EVM address,0,0,0,0,2236,0,789254,0,1,33430,755444,44,0,53450,243592,1,0,0,37,35,0,0,4472,0,0,22252,2236,37,1953344,46935000,943306,0,4470,109132,401
emit event + transfer tokens,0,0,0,0,57642,0,122,0,6814,149354,0,44,0,268326,0,6814,0,0,37,35,0,0,20442,0,0,44014,0,37,3387804,0,2134,67,50828,461694,524
call empty contract function + copy array from storage,0,0,0,0,0,0,0,0,0,8015,34020,44,0,60260,0,0,0,0,37,35,0,0,0,0,0,25025,0,37,0,0,2048,0,0,93300,62
add key to account + create and destroy EVM bridged account,0,0,0,2557,12016,0,96128,0,12016,41162,907621,44,0,65198,0,12016,0,0,37,35,0,0,24032,0,0,14573,14573,37,544641,0,96785,0,2557,120933,262
add and remove key to/from account + get account and get available balance,1291,0,1224,1224,0,0,0,1291,0,19164,89352,9081,0,25623,0,0,0,0,37,35,0,0,0,0,0,2515,2448,37,527544,0,3472790,0,2448,47302,205
transfer tokens + convert int to string and concatenate it,0,0,0,0,19182,0,122,0,6394,79690,0,44,0,156422,0,6394,0,0,37,35,0,0,19182,0,0,11072,0,37,1189284,0,1954,67,12788,247184,350
call empty contract function,0,0,0,0,0,0,0,0,0,1281,0,44,0,2564,0,0,0,0,37,35,0,0,0,0,0,1281,0,37,0,0,219,0,0,5126,3
transfer tokens to EVM address + reference tx,0,0,0,0,2169,0,767480,0,1,10843,732788,44,0,23300,236284,1,0,0,37,35,0,0,4338,0,0,14622,2169,37,1894776,45528000,915561,0,4336,48765,318
get account and get available balance + add and remove key to/from account,1778,0,6416,6416,0,0,0,1778,0,40584,468368,12490,0,49478,0,0,0,0,37,35,0,0,0,0,0,8194,12832,37,2765296,0,4855718,0,12832,98256,485
get public account,0,0,0,0,0,0,0,0,0,3898,0,44,0,7798,0,0,0,0,37,35,0,0,0,0,0,3898,0,37,0,0,0,0,0,15594,11
copy array from storage and save a duplicate,0,0,0,0,0,0,1608,0,0,3540,29500,44,0,20062,0,0,0,0,37,35,0,0,0,0,1180,7080,0,37,0,0,3401,1585,0,30682,31
copy array from storage + get signer address,0,0,0,0,0,0,0,0,0,290,2900,44,0,8334,0,0,0,0,37,35,0,0,0,0,0,3730,0,37,0,0,1827,0,0,12354,5
borrow array from storage + decode hex,0,0,0,0,0,0,0,0,0,24471,0,44,0,112529,0,0,0,0,37,35,0,0,0,0,0,48926,19580,37,0,0,1827,0,0,185926,161
get account and get available balance + borrow array from storage,3263,0,0,0,0,0,0,3263,0,41265,0,22885,0,87110,0,0,0,0,37,35,0,0,0,0,0,15917,0,37,0,0,8779297,0,0,144292,466
reference tx,0,0,0,0,0,0,0,0,0,0,0,44,0,20330,0,0,0,0,37,35,0,0,0,0,0,20328,0,37,0,0,0,0,0,40658,13
transfer tokens to EVM address + convert int to string,0,0,0,0,2134,0,755090,0,1,14970,720946,44,0,17142,232463,1,0,0,37,35,0,0,4268,0,0,4302,2134,37,1864174,44793000,900791,0,4266,36414,286
get account and get storage used,0,0,0,0,0,0,0,2127,0,2127,0,44,0,4256,0,0,0,0,37,35,0,0,0,0,0,2127,0,37,0,0,0,0,0,8510,14
get account and get storage capacity + copy array from storage,0,0,0,0,0,0,0,0,0,7244,3700,6918,0,14392,0,0,982,0,37,35,0,0,0,0,0,3202,0,37,0,0,2683710,0,0,24838,138
decode hex + get signer receiver,0,0,0,0,0,0,0,0,0,22129,0,44,0,36286,0,0,0,0,37,35,0,0,0,0,0,18141,16147,37,0,0,1954,0,0,76556,113
emit event + decode hex,0,0,0,0,22021,0,0,0,0,50896,0,44,0,79775,0,0,0,0,37,35,0,0,0,0,0,28875,6854,37,1255197,0,223,0,22021,159546,108
mint NFT + convert int to string and concatenate it,0,0,0,0,793,0,162044,0,793,5314,0,44,0,7697,0,0,0,0,37,35,0,0,2379,0,813,1864,0,37,0,0,2629,115152,0,14875,18
decode hex,0,0,0,0,0,0,0,0,0,5543,0,44,0,11088,0,0,0,0,37,35,0,0,0,0,0,5543,5543,37,0,0,0,0,0,22174,25
convert int to string + convert int to string and concatenate it,0,0,0,0,0,0,0,0,0,42352,0,44,0,67856,0,0,0,0,37,35,0,0,0,0,0,33926,0,37,0,0,0,0,0,144134,59
call empty contract function + borrow array from storage,0,0,0,0,0,0,0,0,0,49532,0,44,0,104307,0,0,0,0,37,35,0,0,0,0,0,51547,0,37,0,0,2048,0,0,205386,91
load and save long string on signers address + add and remove key to/from account,0,0,1946,1946,0,0,1327,0,0,13640,142058,44,0,17545,0,0,0,0,37,35,0,0,0,0,0,5847,3892,37,838726,0,1335,1312,3892,37032,86
borrow array from storage + create new account,0,0,0,0,0,370,0,0,0,2701,0,74,0,35709,0,0,0,0,73,65,0,0,0,0,0,14356,0,73,20350,0,1827,0,370,52766,177
create and destroy EVM bridged account + convert int to string,0,0,0,0,4826,0,38608,0,4826,18374,289560,44,0,31926,0,4826,0,0,37,35,0,0,9652,0,0,8722,4826,37,0,0,39265,0,0,59022,77
emit event + get public account,0,0,0,0,4187,0,0,0,0,9831,0,44,0,15479,0,0,0,0,37,35,0,0,0,0,0,5644,0,37,238659,0,223,0,4187,30954,22
copy array from storage + call empty contract function,0,0,0,0,0,0,0,0,0,9628,31980,44,0,60834,0,0,0,0,37,35,0,0,0,0,0,25618,0,37,0,0,2050,0,0,96080,50
get signer vault,0,0,0,0,0,0,0,0,0,1138,0,44,0,2278,0,0,0,0,37,35,0,0,0,0,0,1138,0,37,0,0,1457,0,0,4554,13
get signer address + get public account,0,0,0,0,0,0,0,0,0,18657,0,44,0,95112,0,0,0,0,37,35,0,0,0,0,0,47554,0,37,0,0,0,0,0,161323,94
borrow array from storage + create new account and deploy contract,0,0,0,0,788,788,130018,0,0,11940,29156,74,788,146008,0,0,0,0,861,65,0,0,0,0,1576,58244,1576,861,176512,0,1708635,67768,1576,216192,620
convert int to string,0,0,0,0,0,0,0,0,0,16953,0,44,0,33908,0,0,0,0,37,35,0,0,0,0,0,16953,0,37,0,0,0,0,0,67814,17
get account and get storage used + create new account,0,0,0,0,0,1145,0,8638,0,9783,0,74,0,19570,0,0,0,0,73,65,0,0,0,0,0,9783,0,73,62975,0,0,0,1145,39136,559
transfer tokens to EVM address + get account and get balance,0,0,0,0,1375,0,486404,0,1,9564,464436,8151,0,10884,149748,1,0,897,74,69,0,0,2750,0,0,897,1375,74,1200840,28854000,3044552,0,2748,21345,286
get account and get balance,0,0,0,0,0,0,0,0,0,4659,0,14055,0,9320,0,0,0,1553,74,69,0,0,0,0,0,1553,0,74,0,0,4202418,0,0,15532,212
mint NFT + copy array from storage and save a duplicate,0,0,0,0,1049,0,215560,0,1049,4751,4625,44,0,10492,0,0,0,0,37,35,0,0,3147,0,1261,2159,0,37,0,0,6440,153541,0,17402,31
call empty contract function + transfer tokens to EVM address,0,0,0,0,1349,0,475072,0,1,23006,454886,44,0,37924,146533,1,0,0,37,35,0,0,2698,0,0,16263,1349,37,1176802,28308000,567500,0,2696,77193,205
get account and get available balance + transfer tokens to EVM address,1036,0,0,0,2423,0,857396,1036,1,24545,818632,7296,0,27306,263966,1,0,0,37,35,0,0,4846,0,0,1036,2423,37,2116764,50862000,3809589,0,4844,52887,470
load and save empty string on signers address + get signer vault,0,0,0,0,0,0,1286,0,0,44868,0,44,0,72149,0,0,0,0,37,35,0,0,0,0,0,27277,0,37,0,0,1416,1271,0,144294,86
emit event + add key to account,0,0,0,2556,6573,0,0,0,0,18258,186588,44,0,24835,0,0,0,0,37,35,0,0,0,0,0,9129,2556,37,919089,0,221,0,9129,52222,86
create and destroy EVM bridged account,0,0,0,0,1232,0,9856,0,1232,3696,73920,44,0,6162,0,1232,0,0,37,35,0,0,2464,0,0,1232,1232,37,0,0,10513,0,0,11090,18
get signer receiver,0,0,0,0,0,0,0,0,0,13329,0,44,0,8888,0,0,0,0,37,35,0,0,0,0,0,4443,0,37,0,0,1954,0,0,26660,44
get signer receiver + copy array from storage,0,0,0,0,0,0,0,0,0,11159,82280,44,0,125378,0,0,0,0,37,35,0,0,0,0,0,50345,0,37,0,0,2487,0,0,186882,118
convert int to string and concatenate it,0,0,0,0,0,0,0,0,0,782,0,44,0,784,0,0,0,0,37,35,0,0,0,0,0,391,0,37,0,0,0,0,0,1957,1
convert int to string and concatenate it + create new account,0,0,0,0,0,775,0,0,0,39401,0,74,0,40180,0,0,0,0,73,65,0,0,0,0,0,20088,0,73,42625,0,0,0,775,99669,314
transfer tokens to EVM address + get signer address,0,0,0,0,871,0,307988,0,1,4353,294112,44,0,4920,94826,1,0,0,37,35,0,0,1742,0,0,717,871,37,760372,18270000,367805,0,1740,9990,124
decode hex,0,0,0,0,0,0,0,0,0,2606,0,44,0,5214,0,0,0,0,37,35,0,0,0,0,0,2606,2606,37,0,0,0,0,0,10426,11
get account and get available balance + add key to account,2252,0,0,4153,0,0,0,2252,0,35330,303169,15808,0,46594,0,0,0,0,37,35,0,0,0,0,0,6405,4153,37,884589,0,6150212,0,4153,88329,379
borrow array from storage + transfer tokens,0,0,0,0,18561,0,122,0,6187,84308,0,44,0,386070,0,6187,0,0,37,35,0,0,18561,0,0,103693,0,37,1150782,0,2446,67,12374,574071,612
add key to account + load and save long string on signers address,0,0,0,10082,0,0,1327,0,0,41686,735986,44,0,52451,0,0,0,0,37,35,0,0,0,0,0,20843,10082,37,2147466,0,1335,1312,10082,114980,316
emit event,0,0,0,0,7198,0,0,0,0,14396,0,44,0,21596,0,0,0,0,37,35,0,0,0,0,0,7198,0,37,410286,0,221,0,7198,43190,29
add key to account + get account and get storage used,0,0,0,2099,0,0,0,13245,0,17443,153227,44,0,30692,0,0,0,0,37,35,0,0,0,0,0,15344,2099,37,447087,0,0,0,2099,63479,1844
get account and get storage capacity + get signer receiver,0,0,0,0,0,0,0,0,0,37977,0,23669,0,39947,0,0,3375,0,37,35,0,0,0,0,0,8159,0,37,0,0,9080663,0,0,86083,466
load and save long string on signers address + create new account,0,0,0,0,0,1066,1327,0,0,55324,0,74,0,83523,0,0,0,0,73,65,0,0,0,0,0,28195,0,73,58630,0,1335,1312,1066,167042,480
get public account + get account and get storage used,0,0,0,0,0,0,0,7135,0,13243,0,44,0,26490,0,0,0,0,37,35,0,0,0,0,0,13243,0,37,0,0,0,0,0,52976,26
convert int to string,0,0,0,0,0,0,0,0,0,2723,0,44,0,5448,0,0,0,0,37,35,0,0,0,0,0,2723,0,37,0,0,0,0,0,10894,3
get account and get available balance + convert int to string and concatenate it,3088,0,0,0,0,0,0,3088,0,72406,0,21660,0,87850,0,0,0,0,37,35,0,0,0,0,0,20763,0,37,0,0,8306720,0,0,181019,435
get account and get available balance,2548,0,0,0,0,0,0,2548,0,30576,0,17880,0,43318,0,0,0,0,37,35,0,0,0,0,0,2548,0,37,0,0,6800612,0,0,76442,527
call empty contract function + get account and get balance,0,0,0,0,0,0,0,0,0,16635,0,3930,0,33274,0,0,0,428,74,69,0,0,0,0,0,15779,0,74,0,0,1175935,0,0,65688,79
get account and get storage used + call empty contract function,0,0,0,0,0,0,0,13196,0,24002,0,44,0,48008,0,0,0,0,37,35,0,0,0,0,0,24002,0,37,0,0,221,0,0,96012,52
get public account + load and save long string on signers address,0,0,0,0,0,0,1327,0,0,17072,0,44,0,28079,0,0,0,0,37,35,0,0,0,0,0,11003,0,37,0,0,1335,1312,0,56154,35
create and destroy EVM bridged account + create new account and deploy contract,0,0,0,0,10565,629,183271,0,9936,31695,619433,74,629,51571,0,9936,0,0,702,65,0,0,19872,0,1258,10565,11194,702,140896,0,1442559,54094,1258,93831,1350
get account and get storage capacity + get account and get balance,0,0,0,0,0,0,0,0,0,18709,0,28345,0,27472,0,0,1990,1593,74,69,0,0,0,0,0,3583,0,74,0,0,9663758,0,0,49764,411
get account and get balance,0,0,0,0,0,0,0,0,0,1038,0,3192,0,2078,0,0,0,346,74,69,0,0,0,0,0,346,0,74,0,0,950462,0,0,3462,80
borrow array from storage + add key to account,0,0,0,6554,0,0,0,0,0,13350,478442,44,0,16742,0,0,0,0,37,35,0,0,0,0,0,8006,6554,37,1396002,0,1868,0,6554,38098,175
decode hex,0,0,0,0,0,0,0,0,0,12245,0,44,0,24492,0,0,0,0,37,35,0,0,0,0,0,12245,12245,37,0,0,0,0,0,48982,52
get signer receiver + get signer vault,0,0,0,0,0,0,0,0,0,18668,0,44,0,24424,0,0,0,0,37,35,0,0,0,0,0,12210,0,37,0,0,1913,0,0,55302,57
create new account and deploy contract + get signer receiver,0,0,0,0,466,466,76888,0,0,4494,17242,74,466,3466,0,0,0,0,539,65,0,0,0,0,932,1498,932,539,104384,0,1011310,40076,932,9458,245
